"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"RB","Eddie Lacy",4700,"Dal@GB 04:25PM ET",9.327,"GB"
"RB","Ronnie Hillman",4700,"Oak@Den 04:05PM ET",10.217,"Den"
"TE","Antonio Gates",4600,"SD@KC 01:00PM ET",15.014,"SD"
"WR","Stevie Johnson",4600,"SD@KC 01:00PM ET",11.270,"SD"
"WR","Kamar Aiken",4600,"Sea@Bal 01:00PM ET",10.867,"Bal"
"WR","Donte Moncrief",4600,"Ind@Jax 01:00PM ET",12.558,"Ind"
"RB","Jeremy Hill",4600,"Pit@Cin 01:00PM ET",10.600,"Cin"
"TE","Jason Witten",4500,"Dal@GB 04:25PM ET",10.533,"Dal"
"WR","Vincent Jackson",4500,"NO@TB 01:00PM ET",12.089,"TB"
"WR","Doug Baldwin",4500,"Sea@Bal 01:00PM ET",15.567,"Sea"
"WR","Golden Tate",4500,"Det@StL 01:00PM ET",11.842,"Det"
"RB","Spencer Ware",4500,"SD@KC 01:00PM ET",9.357,"KC"
"TE","Benjamin Watson",4400,"NO@TB 01:00PM ET",12.267,"NO"
"RB","Danny Woodhead",4400,"SD@KC 01:00PM ET",14.150,"SD"
"RB","Jeremy Langford",4400,"Was@Chi 01:00PM ET",10.400,"Chi"
"WR","Willie Snead",4400,"NO@TB 01:00PM ET",12.055,"NO"
"RB","Frank Gore",4300,"Ind@Jax 01:00PM ET",12.625,"Ind"
"RB","James Starks",4300,"Dal@GB 04:25PM ET",11.092,"GB"
"WR","Marvin Jones",4200,"Pit@Cin 01:00PM ET",11.150,"Cin"
"TE","Julius Thomas",4200,"Ind@Jax 01:00PM ET",10.975,"Jax"
"RB","C.J. Anderson",4200,"Oak@Den 04:05PM ET",9.767,"Den"
"WR","Davante Adams",4200,"Dal@GB 04:25PM ET",8.700,"GB"
"WR","James Jones",4100,"Dal@GB 04:25PM ET",11.842,"GB"
"WR","Kendall Wright",4100,"Ten@NYJ 01:00PM ET",10.522,"Ten"
"WR","Tavon Austin",4100,"Det@StL 01:00PM ET",12.708,"StL"
"RB","Giovani Bernard",4100,"Pit@Cin 01:00PM ET",12.858,"Cin"
"RB","James White",4100,"NE@Hou 08:30PM ET",6.790,"NE"
"WR","Anquan Boldin",4000,"SF@Cle 01:00PM ET",12.650,"SF"
"WR","Pierre Garcon",4000,"Was@Chi 01:00PM ET",10.683,"Was"
"RB","Shane Vereen",4000,"NYG@Mia 08:30PM ET",9.708,"NYG"
"WR","Rishard Matthews",4000,"NYG@Mia 08:30PM ET",12.691,"Mia"
"WR","DeVante Parker",4000,"NYG@Mia 08:30PM ET",3.836,"Mia"
"RB","Tevin Coleman",4000,"Atl@Car 01:00PM ET",4.480,"Atl"
"TE","Richard Rodgers",3900,"Dal@GB 04:25PM ET",11.167,"GB"
"TE","Scott Chandler",3800,"NE@Hou 08:30PM ET",6.075,"NE"
"RB","Alfred Blue",3800,"NE@Hou 08:30PM ET",7.383,"Hou"
"WR","Marquess Wilson",3800,"Was@Chi 01:00PM ET",7.582,"Chi"
"RB","Melvin Gordon",3800,"SD@KC 01:00PM ET",8.025,"SD"
"RB","Duke Johnson Jr.",3800,"SF@Cle 01:00PM ET",10.483,"Cle"
"WR","Ted Ginn Jr.",3700,"Atl@Car 01:00PM ET",10.750,"Car"
"WR","Brian Hartline",3700,"SF@Cle 01:00PM ET",8.327,"Cle"
"WR","Brandon Coleman",3700,"NO@TB 01:00PM ET",4.967,"NO"
"WR","Dorial Green-Beckham",3700,"Ten@NYJ 01:00PM ET",6.683,"Ten"
"WR","Malcom Floyd",3600,"SD@KC 01:00PM ET",7.600,"SD"
"RB","Rashad Jennings",3600,"NYG@Mia 08:30PM ET",8.067,"NYG"
"RB","Chris Polk",3600,"NE@Hou 08:30PM ET",5.518,"Hou"
"WR","Terrance Williams",3600,"Dal@GB 04:25PM ET",9.033,"Dal"
"WR","Markus Wheaton",3600,"Pit@Cin 01:00PM ET",8.617,"Pit"
"RB","Theo Riddick",3600,"Det@StL 01:00PM ET",11.600,"Det"
"WR","Cecil Shorts III",3600,"NE@Hou 08:30PM ET",12.004,"Hou"
"RB","Antonio Andrews",3600,"Ten@NYJ 01:00PM ET",9.160,"Ten"
"RB","Ameer Abdullah",3600,"Det@StL 01:00PM ET",6.817,"Det"
"RB","Karlos Williams",3600,"Buf@Phi 01:00PM ET",12.350,"Buf"
"RB","Matt Jones",3600,"Was@Chi 01:00PM ET",9.927,"Was"
"WR","Devin Funchess",3600,"Atl@Car 01:00PM ET",5.567,"Car"
"DST","Patriots ",3500,"NE@Hou 08:30PM ET",7.417,"NE"
"DST","Seahawks ",3500,"Sea@Bal 01:00PM ET",10.417,"Sea"
"RB","Darren Sproles",3500,"Buf@Phi 01:00PM ET",9.717,"Phi"
"WR","Harry Douglas",3500,"Ten@NYJ 01:00PM ET",5.770,"Ten"
"WR","Kenny Britt",3500,"Det@StL 01:00PM ET",6.625,"StL"
"RB","Alfred Morris",3500,"Was@Chi 01:00PM ET",5.658,"Was"
"WR","Torrey Smith",3500,"SF@Cle 01:00PM ET",8.242,"SF"
"TE","Charles Clay",3500,"Buf@Phi 01:00PM ET",10.242,"Buf"
"RB","Robert Turbin",3500,"Dal@GB 04:25PM ET",3.367,"Dal"
"RB","Bilal Powell",3500,"Ten@NYJ 01:00PM ET",10.125,"NYJ"
"WR","Cole Beasley",3500,"Dal@GB 04:25PM ET",8.100,"Dal"
"WR","Rueben Randle",3500,"NYG@Mia 08:30PM ET",10.192,"NYG"
"RB","Carlos Hyde",3500,"SF@Cle 01:00PM ET",12.043,"SF"
"RB","Orleans Darkwa",3500,"NYG@Mia 08:30PM ET",1.783,"NYG"
"WR","Robert Woods",3500,"Buf@Phi 01:00PM ET",7.933,"Buf"
"RB","Terrance West",3500,"Sea@Bal 01:00PM ET",2.850,"Bal"
"WR","Tyler Lockett",3500,"Sea@Bal 01:00PM ET",9.075,"Sea"
"DST","Broncos ",3400,"Oak@Den 04:05PM ET",12.917,"Den"
"DST","Panthers ",3400,"Atl@Car 01:00PM ET",10.583,"Car"
"WR","Nate Washington",3400,"NE@Hou 08:30PM ET",11.730,"Hou"
"TE","Jacob Tamme",3400,"Atl@Car 01:00PM ET",10.009,"Atl"
"RB","Ryan Mathews",3400,"Buf@Phi 01:00PM ET",11.733,"Phi"
"WR","Jermaine Kearse",3400,"Sea@Bal 01:00PM ET",7.492,"Sea"
"RB","Charles Sims",3400,"NO@TB 01:00PM ET",9.983,"TB"
"RB","Isaiah Crowell",3400,"SF@Cle 01:00PM ET",6.942,"Cle"
"DST","Bengals ",3300,"Pit@Cin 01:00PM ET",9.083,"Cin"
"WR","Andre Johnson",3300,"Ind@Jax 01:00PM ET",6.892,"Ind"
"RB","Marcel Reece",3300,"Oak@Den 04:05PM ET",5.775,"Oak"
"RB","Daniel Herron",3300,"Ind@Jax 01:00PM ET",2.350,"Ind"
"WR","Chris Givens",3300,"Sea@Bal 01:00PM ET",4.918,"Bal"
"RB","Kyle Juszczyk",3300,"Sea@Bal 01:00PM ET",5.292,"Bal"
"RB","Joique Bell",3300,"Det@StL 01:00PM ET",6.678,"Det"
"TE","Crockett Gillmore",3300,"Sea@Bal 01:00PM ET",10.120,"Bal"
"RB","Andre Williams",3300,"NYG@Mia 08:30PM ET",2.492,"NYG"
"RB","David Cobb",3300,"Ten@NYJ 01:00PM ET",1.500,"Ten"
"WR","Jamison Crowder",3300,"Was@Chi 01:00PM ET",8.417,"Was"
"DST","Packers ",3200,"Dal@GB 04:25PM ET",7.083,"GB"
"DST","Chiefs ",3200,"SD@KC 01:00PM ET",9.917,"KC"
"DST","Jets ",3200,"Ten@NYJ 01:00PM ET",7.083,"NYJ"
"TE","Heath Miller",3200,"Pit@Cin 01:00PM ET",8.091,"Pit"
"WR","Roddy White",3200,"Atl@Car 01:00PM ET",5.892,"Atl"
"WR","Jerricho Cotchery",3200,"Atl@Car 01:00PM ET",7.420,"Car"
"WR","Andrew Hawkins",3200,"SF@Cle 01:00PM ET",6.950,"Cle"
"WR","Dwayne Harris",3200,"NYG@Mia 08:30PM ET",8.267,"NYG"
"WR","Dontrelle Inman",3200,"SD@KC 01:00PM ET",5.645,"SD"
"RB","Brandon Bolden",3200,"NE@Hou 08:30PM ET",3.691,"NE"
"WR","Kenny Stills",3200,"NYG@Mia 08:30PM ET",5.525,"Mia"
"WR","Josh Huff",3200,"Buf@Phi 01:00PM ET",5.491,"Phi"
"RB","Terron Ward",3200,"Atl@Car 01:00PM ET",2.764,"Atl"
"RB","Ka'Deem Carey",3200,"Was@Chi 01:00PM ET",2.614,"Chi"
"WR","Nelson Agholor",3200,"Buf@Phi 01:00PM ET",3.478,"Phi"
"WR","Seth Roberts",3200,"Oak@Den 04:05PM ET",7.692,"Oak"
"TE","Martellus Bennett",3100,"Was@Chi 01:00PM ET",10.445,"Chi"
"WR","Greg Jennings",3000,"NYG@Mia 08:30PM ET",2.600,"Mia"
"WR","Marques Colston",3000,"NO@TB 01:00PM ET",8.227,"NO"
"WR","Lance Moore",3000,"Det@StL 01:00PM ET",7.736,"Det"
"WR","Jason Avant",3000,"SD@KC 01:00PM ET",1.683,"KC"
"WR","Devin Hester",3000,"Atl@Car 01:00PM ET",0.000,"Atl"
"WR","Miles Austin",3000,"Buf@Phi 01:00PM ET",3.764,"Phi"
"WR","Andre Caldwell",3000,"Oak@Den 04:05PM ET",2.458,"Den"
"WR","Dwayne Bowe",3000,"SF@Cle 01:00PM ET",1.220,"Cle"
"RB","Tyler Clutts",3000,"Dal@GB 04:25PM ET",0.117,"Dal"
"WR","Eric Weems",3000,"Atl@Car 01:00PM ET",0.175,"Atl"
"WR","Matthew Slater",3000,"NE@Hou 08:30PM ET",0.000,"NE"
"WR","Eddie Royal",3000,"Was@Chi 01:00PM ET",8.167,"Chi"
"WR","Wes Welker",3000,"Det@StL 01:00PM ET",4.050,"StL"
"RB","Jerome Felton",3000,"Buf@Phi 01:00PM ET",0.200,"Buf"
"RB","Tim Hightower",3000,"NO@TB 01:00PM ET",1.200,"NO"
"WR","Marcus Thigpen",3000,"Buf@Phi 01:00PM ET",-0.143,"Buf"
"RB","Cedric Peerman",3000,"Pit@Cin 01:00PM ET",0.000,"Cin"
"WR","Jerome Simpson",3000,"SF@Cle 01:00PM ET",2.133,"SF"
"RB","Mike Tolbert",3000,"Atl@Car 01:00PM ET",5.392,"Car"
"WR","Darrius Heyward-Bey",3000,"Pit@Cin 01:00PM ET",4.417,"Pit"
"RB","John Kuhn",3000,"Dal@GB 04:25PM ET",1.050,"GB"
"WR","Seyi Ajirotutu",3000,"Buf@Phi 01:00PM ET",0.127,"Phi"
"WR","Marlon Moore",3000,"SF@Cle 01:00PM ET",1.173,"Cle"
"WR","Brandon Tate",3000,"Pit@Cin 01:00PM ET",1.158,"Cin"
"RB","Darrel Young",3000,"Was@Chi 01:00PM ET",0.392,"Was"
"RB","Antone Smith",3000,"Was@Chi 01:00PM ET",0.220,"Chi"
"RB","Donald Brown",3000,"SD@KC 01:00PM ET",1.367,"SD"
"RB","Jorvorskie Lane",3000,"NO@TB 01:00PM ET",0.275,"TB"
"WR","Jordan Norwood",3000,"Oak@Den 04:05PM ET",2.971,"Den"
"WR","Hakeem Nicks",3000,"NYG@Mia 08:30PM ET",1.550,"NYG"
"RB","Bruce Miller",3000,"SF@Cle 01:00PM ET",1.675,"SF"
"WR","Marc Mariani",3000,"Was@Chi 01:00PM ET",1.667,"Chi"
"WR","Bryan Walters",3000,"Ind@Jax 01:00PM ET",6.800,"Jax"
"WR","Andre Roberts",3000,"Was@Chi 01:00PM ET",3.389,"Was"
"WR","Jacoby Jones",3000,"Pit@Cin 01:00PM ET",-0.111,"Pit"
"WR","Riley Cooper",3000,"Buf@Phi 01:00PM ET",4.642,"Phi"
"RB","Fred Jackson",3000,"Sea@Bal 01:00PM ET",4.975,"Sea"
"RB","Boobie Dixon",3000,"Buf@Phi 01:00PM ET",1.525,"Buf"
"WR","Jeremy Ross",3000,"Oak@Den 04:05PM ET",2.143,"Oak"
"RB","Chase Reynolds",3000,"Det@StL 01:00PM ET",0.000,"StL"
"RB","C.J. Spiller",3000,"NO@TB 01:00PM ET",6.673,"NO"
"RB","Dexter McCluster",3000,"Ten@NYJ 01:00PM ET",8.270,"Ten"
"RB","Fozzy Whittaker",3000,"Atl@Car 01:00PM ET",1.333,"Car"
"WR","Marcus Easley",3000,"Buf@Phi 01:00PM ET",1.280,"Buf"
"RB","Stevan Ridley",3000,"Ten@NYJ 01:00PM ET",0.180,"NYJ"
"RB","Taiwan Jones",3000,"Oak@Den 04:05PM ET",3.538,"Oak"
"RB","DuJuan Harris",3000,"Sea@Bal 01:00PM ET",0.700,"Sea"
"WR","Brian Quick",3000,"Det@StL 01:00PM ET",1.589,"StL"
"WR","Deonte Thompson",3000,"Was@Chi 01:00PM ET",0.000,"Chi"
"TE","Coby Fleener",3000,"Ind@Jax 01:00PM ET",7.850,"Ind"
"RB","Joe Banyard",3000,"Ind@Jax 01:00PM ET",0.000,"Jax"
"WR","Jeremy Kerley",3000,"Ten@NYJ 01:00PM ET",3.600,"NYJ"
"RB","Travaris Cadet",3000,"SF@Cle 01:00PM ET",1.133,"SF"
"RB","Anthony Sherman",3000,"SD@KC 01:00PM ET",0.275,"KC"
"RB","Will Tukuafu",3000,"Sea@Bal 01:00PM ET",0.660,"Sea"
"RB","Will Johnson",3000,"Pit@Cin 01:00PM ET",1.025,"Pit"
